tweet_id,search_keyword,text,created_at,author_id,author_name,author_handle,view_count,like_count,retweet_count,reply_count,url,lang,is_retweet,last_updated,country,media_url
2046111495952760886,뷰티캠,"[📢Notice]
ifeye (이프아이) 4월 20일 (월) arirang TV &lt;Simply K-POP&gt; 3회 뷰티캠 녹화 재모임 시간 안내

재모임 시간 : 15:25~

재모임 시간에 맞춰 아리랑TV 내부 카페로 와주시길 바랍니다

#ifeye #이프아이
#As_if #Hazy",Mon Apr 20 06:19:30 +0000 2026,1877625410491658241,ifeye,ifeye_official,1868,21,0,0,https://x.com/ifeye_official/status/2046111495952760886,ko,False,2026-04-20 07:37:14,한국,
2038518381989802425,뷰티캠,"#광고 

뷰티캠 어플로 필카,디카 느낌 낼 수 있음.. 플래시 키고 찍으면 느낌 나고 예쁘게 나옴 ..다들 써보시라요

디카 없어서 써보고 싶엇는데 폰으로 디카 느낌 낼 수 있어서 넘 좋아요 

취향대로 색감 조정 하면서 찍는걸 추천!! 저는 zv-1 ,GRd 사용 했습니다 ! 

#뷰티캠 #DSLR #필카 https://t.co/rR28HyYIDm",Mon Mar 30 07:27:10 +0000 2026,1227916196474802176,໊,sootranger,5128,17,3,0,https://x.com/sootranger/status/2038518381989802425,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/HEpFp8LaoAA57mU.jpg
2042068516925473024,뷰티캠,"@seohuibom5631 스노우도 되고 뷰티캠? 어플인지 모르겠는데 아무튼
스노우랑 뷰티캠에서 했대요!",Thu Apr 09 02:34:08 +0000 2026,3132077588,추노인,chu_ricesmell,91,1,0,0,https://x.com/chu_ricesmell/status/2042068516925473024,ko,False,2026-04-20 07:37:14,한국,
2038227142212030891,뷰티캠,"디저트에도 봄이 찾아왔어요 (ᐡ ⸝⸝- ̫ -ᐡ)ﾉ
카페 분위기 제대로 담고 왔어요 💛..🫰🏻

DSLR - G7X3R 캠으로 찍었는데 갤러리에 사진 확인했다가 너무너무너무 예뻐서 진심으로 깜짝 놀랐어요 👩🏻‍❤️‍💋‍👩🏻🫧

타래로 제가 어떻게 적용했는지 보여드릴게요 !!

#광고 #뷰티캠 #DSLR #필카 https://t.co/iYn00k5Kf5",Sun Mar 29 12:09:53 +0000 2026,1479517696199106562,mᴜ,iswarmday,11334,48,7,1,https://x.com/iswarmday/status/2038227142212030891,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/HEk8xaHaQAAcRaC.jpg
1966074661399392625,뷰티캠,"#광고 #뷰티캠

요즘 피규어 다들 만들길래 저도 유행탑승~ 😋❣️ https://t.co/PE16yC3eNJ",Thu Sep 11 09:41:41 +0000 2025,590795639,아가콩「ユゥタ」,agakong95,17247,175,11,7,https://x.com/agakong95/status/1966074661399392625,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/G0jlWDnakAAKmrd.jpg
2038217846921232562,뷰티캠,"뷰티캠 괜찮네 (근데 간혹 이상한게 나오긴함)
#VRChat #Shinra3D #beautycam https://t.co/HZv0LQ9xtU",Sun Mar 29 11:32:57 +0000 2026,1500417938825756675,이상한나라의 앤리스,annlice418,185,10,0,1,https://x.com/annlice418/status/2038217846921232562,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/HEk0VJQaUAAzQKf.jpg
1944324161024991562,뷰티캠,"@im_L_o3o 요즘 뷰티캠 많이 쓰는 거 같아요
뷰티캠테 아이폰 모드 있는데 설정만 잘 만지면 아주아주 좋아요",Sun Jul 13 09:12:58 +0000 2025,1692093593669029888,✌︎네켄✌︎,nekken409,144,0,0,1,https://x.com/nekken409/status/1944324161024991562,ko,False,2026-04-20 07:37:14,한국,
1946125423538016515,뷰티캠,"뷰티캠-화질개선은 이걸로 하고 조명효과용
스노우-뷰티캠보다 성능이 좀 떨어지는데 미세조작은 스노우가 더 편한편 특히 주름제거

둘다번갈아서 써서 보정하는게 더 깔끔하고 좋네요",Fri Jul 18 08:30:32 +0000 2025,358017347,겨레Kyeo re,NoSePeRaTu,178,1,0,0,https://x.com/NoSePeRaTu/status/1946125423538016515,ko,False,2026-04-20 07:37:14,한국,
1948339708351971591,뷰티캠,"ꉂꉂ(ᵔᗜᵔ*)
필터 땜에 오래 활동했단 사실이 확 체감됨 B612 붐일 때 찍은 사진 뷰티캠 붐일 때 찍은 사진 스노우 붐일 때 찍은 사진 소다캠 붐일 때 찍은 사진 다 잇음ㅋㅋㅋㅋㅋㅠㅠ https://t.co/NAt7ag4r7X",Thu Jul 24 11:09:19 +0000 2025,1474031706219106310,🥦,_brxccxli,847,17,3,1,https://x.com/_brxccxli/status/1948339708351971591,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/GwnkowsbwAAjt62.jpg
1949680984003383457,뷰티캠,@seulahwinter 발색 사진은 기카 인물모드로 찍고 메컵 사진은 뷰티캠 어플로 찍어용!,Mon Jul 28 03:59:04 +0000 2025,1400064007424200706,BELL ੈ ✩‧₊˚,wjwjsjjxn,134,0,0,1,https://x.com/wjwjsjjxn/status/1949680984003383457,ko,False,2026-04-20 07:37:14,한국,
